content,score
"Secara keseluruhan game ini sudah sangat bagus untuk platform mobile , tetapi bug dalam game ini sungguh menjengkelkan seperti stuck loading setelah permainan selesai, sy mengalami bug ini hampir 3x setiap hari dan sy hrs kluar game utk memperbaikny itu sngt membuang waktu bermain sy.ada jg bug yg sy heran, knp sy tdk bsa menekan tombol kode redem pdhl sdh sy klik berkali2 namun tdk bsa. Serta bug yg lain yaitu setlh mengalahkan bos gim tdk otmatis kluar menu tpi stuck di tmpt bos yg sdh mati.",1
"Game bagus, gak pelit event dan resort. Respon dev cepet dan aktif. Yg masih ngeluh stuck di loading screen, bug, dan segala macem coba cek koneksi atau perangkatnya. Compatible atau gk. Karna menurut saya gk ada masalah walau device saya spec rendah. Ty",5
"sering sekali terjadi buffering di dalam game, dan yang lebih parah saat di dalam stage bisa terjadi buffering juga sehingga membuat experience dalam bermain sangat2 terganggu, padahal game ini dibawah naungan netmarble yang terkenal dengan game2 nya yg bagus, akan tetapi yg satu ini mengecewakan, mohon untuk diperhatikan experience dalam bermain, seperti memperbaiki bug dll",1
"gameplay oke ya, gak pelit reward, event dan bansos. cuma reload yang sering, macet saat loading, dan saat batlle ngeframe itu minusnya ganggu bgt. oke lah hp ku kentang redmi note10pro 8/128 tapi masak iya setelan paling burikpun ngeframe gile lah. harus hp 5jtan keatas apa buat main",3
"emg game ampas, gw yakin klo bukan gara gara manhwa solo leveling ni game ga bakal rame. optimasi sampah, update besar besar makin banyak bug, sering stuck loading. gw ga butuh bansos lu ajg, ge butuhnya experience bermain yang bagus, ni gsme dari segi gameplay udah bagus, masalahnya seperti yg gw keluhin di atas.",1
"Gamenya bagus jalan ceritanya pun bagus dan sama dengan anime nya, tapi yang bikin kecewa bug loadingnya, coba segera diperbaiki itu bug loadingnya....pasti bakal menarik gameplay nya dan pasti seru....tolong segera diperbaiki agar gamenya semakin rame",5
"Game sering freze. Lemot banyak bug. Grafik biasa aja. Tapi game play nya gak lancar. Patah2 kayak game berat aja. Padahal game berat kyk PUBG setingan ultra di hp saya lancar jaya., Di menu utasam selalu loading. Bikin ganggu. Kyk main game2 cina aja",1
Tolong pihak development padahal size gamenya aja udah gede masa dari segi play masih banyak bugnya masih perlu banyak perbaikan sih ini game tapi saya berharap semoga cepat² di atasi untuk bug di loading screen maupun bug di saat permainan dimulai baik saat misi gate atau kisah ataupun yg lain terimakasih.,3
"Plis dong min, setiap masuk ke gameplay selalu aja bermasalah sama jaringannya pdhl mah pake wifi aja tetep ga mau masuk ke gameplaynya, tapi tak cobain ke game lain aman² aja masa sama game ini susah bnget masuk ke gamenya, trus juga setiap mau ganti menu lainnya suka loading terus menerus tolong dong bug yang kaya gini harus dihilangin pdhl mah gamenya bagus tapi sayang masih banyak bug wajar si masih awal, mohon benerin secepatnya biar makin seru🙏🙏",4
"Terlalu banyak bug nya masa nggak bisa di pincit apa apa trus kadang loading trus dan kadang layar hitam aja padahal main lancar nya jaringan pun ok tapi kok bisa banyak bug banyak, developer tolong dong di bagusin jangan hanya grafik aja bagus tapi performa game jelek",1
"Dari segi jalan ceritanya,aksi, grafik udah oke Tapi yang bikin gak enak dari kebanyakan komen juga gitu adalah bug setelah pertarungan tidak bisa di tab dan itu lah kayak batu doang gak bisa di tab harus login ulang hedeh banyak sih yang harus di perbaiki",2
"Saya kurangi lagi bintang Nya,bug loading nya ganggu banget sumpah,malah suka lama muter2 loadingnya,Ampe keluar game sendiri, awal nya lancarnya aja makin kesini makan parah bug loading nya, perbaiki lagi gamenya supaya nyaman player mainnya, terimakasih.",1
"Bug dan loading stuck nya ganggu banget padahal jaringan dan device bagus dan sangat mendukung sudah update versi pun masih tetap gitu gitu aja, Reward boleh banyak tapi tolong lah experience main jadi kurang seru kalo harus buka tutup apk 🙏🙏",1
"Game dengan bug yang paling banyak dan sering terjadi, game sampah baru main sekali langsung bug harus relog terus menerus dari black screen, loading terus menerus, stuck di loading screen, ga bisa di gerakin, hanya terdengar suara aja,buka dan masih banyak bug lainnya, ini developernya ngga bisa kerja atau testernya ngga kompeten game banyak bug masih bisa launching, coba cek lagi di device POCO F4 5G 8/258 game kek mlbb gensin dan game game berat lainnya kuat 120 fps udh rata kiri masih gakuat",1
Masih Banyak bug yang dimana bos kadang menghilang tak kembali dari arena saat dilawan.untuk sistem Ai masih KETERERAN dalam mode auto. DAN JUGA LEBIH BAIK DARAH&DAMAGE BOS SEDIKIT DITINGKATKAN TAPI SISTEM WAKTU PADA PERTEMPURAN DI HILANGKAN.,4
"Game nya sudah bagus dari segi grafis & fisual. Tapi untuk patch selanjutnya tolong untuk screen loading nya di hilangkan sangat menggagu sekali dalam bermain ""selesai battle screen loading, naikan skill atau pun level up fighter screen loading.. Itu saja sih dari saya lebih dan kurangnya saya mohon maaf. Device Xiaomi Redmi note 12 Pro 5G.",5
"Bugnya masih banyak ""BANGET"" terutama di loading sama lobby,, update kemarin kirain di fix nyatanya masih ttep,, grafik n gameplaynya si asik,, tapi bugnya meresahkan bgt,, di fix itulah.. yakali udh ada bnyak yg bintang 1 krena brbgai bug..masa dibiarin???!!!!!",1
"Mari kita ubah namanya jadi SOLO LOADING. Waktu main cuma habis buat loading. Tiap masuk ke menu berbeda loadingnya lama, paling sering tiap masuk ke lobby pasti loading. Dan kadang stuck gak jalan2, juga masih ada beberapa bug yang mengganggu.",1
Kemarin saya kasik 5 pada game ini lama2 kok terlalu banyak bug loading terlalu lama apalagi bug di craft weapon saat diarahkan malah fitur terbuka tapi gk bisa di klik apa apa jan nambah in karakter terus-menerus fokus ke bug nya jangan fokus ke grafik mulu dan kecepatan di rekrut,3
"Sangat buruk sekali update ini,katanya bug udh di perbaiki, nyata nya bug loading setiap buka menu tetep ada dan plis Optimisasi sangat buruk mohon decomprise saja grafik nya soalnya mau grafik apapun tetep frame drop 😔",1
"masih sering ngebug. parah tiap main pasti ngebug. hrs close game, masuk ulang lagi. bug stuck di loading screen, bug suara karakter, bug tampilan karakter ada garis hitam nya. spek hp ram 8 msa grgr hp gue gtu?? klo hp gue mediatek ram 4 gpp dah ngebug"" kek ga kuat gitu. lah ini naga gen 1 ram 8 jir tbtb freeze, hrs close dulu. tolong di perbaikilah bug freeze nya. nnti baru ksih b 5",2
"Game sering bug di loading jadi harus relog/mengulang. Close aplikasi dan masuk lagi, saya mengalami bug loading saat mengerjakan misi ketika selesai terjadi bug hingga saya harus relog/mengulang lagi dan pas saya masuk ke chapter, misi tersebut tidak terselesaikan dan harus mengulang padahal tadi sudah bintang 3 jadi saya harus mengulang karena bug loading tersebut. Dan pada sistem gacha terutama akun saya kenapa selalu mendapat weapon ssr double secara terus menerus jarang mendapatkan Hunter.",5
buat developernya tolong donk ditingkatin performa gamenya buat hp entry level....soalnya gamenya bnyk peminat cuma ketika kemampuan spek hp aja...padahal gamenya enak...cuma di hp mid level aja terkadang patah2 apalagi di hp entry level....berharap kedepan nya ada perubahan pada updatenya untuk kelancaran game nya pada hp entry level...,5
"Setelah update grafik game menjadi sedikit ringan walaupun sedikit patah patah,big loading screen juga sudah hilang,masalah yang saya alami adalah sulitnya meningkatkan kekuatan entah itu sung jinwo,hero,weapon,artefak semoga update selanjutnya dipermudahkan untuk memperkuat kekuatan",5
"Gamenya bagus, apalagi adaptasi manwa dan anime Tapi sayang masih banyak bug, yaa ngga berharap lebih dari game baru sii, tapi alangkah baiknya jika cepat diperbaiki. Mau lanjut chapter harus sering relog, merepotkan",4
"Gak dibenerin bugnya, yg dipentingin cuma nambah karakter, nambah cuan dibenerin dulu bugnya baru nambah karakter baru, loading lama bgt, malah nambah parah sekarang, dikit2 loading stuck, sebaiknya yg lain jgn kasih bintang 5, bintang 1 dulu biar bugnya dibenerin",1
"Udah selesai download data ukuran 3.7 gb setelah itu bisa masuk di lobby, tapi setelah relog download data ulang lagi dari awal. Jadi boros penyimpanan kalo gini. Tolong developer tanggapan nya gimana ini jadi malas main mending uninstall",1
"Game nya seru secara story sama kaya di anime nya maupun di manhwa nya dan grafiknya tidak mengecewakan, cuman hanya ada 1 saja masih ada bug setiap di loby atau kalau kita pencet ke loby, semoga kedepannya diperbaiki terima kasih.",5
"jujur nih gua suka banget nih game karena gua suka anime dan manhwa nya , btw buat dev masih banyak yang harus di perbaiki terkait bug , HP GUA POCO F4 sering banget freez black screen di saat loading maupun pas loading gak mau jalan macet , terus buat grafik juga kok berat banget ya , gua sett tinggi banyak macet sama freez nya , secara logika kan snap 870 termasuk oke lah , kita bandingin sama game pubg aja masih ngangkat , overall buat game nya bagus banget tapi masih banyak PR buat developer",5
Gamenya bagus. Cuman tolong dari banyak sekian yang melaporkan bug loading screen dan black screen tidak diperbaiki. Tolong perbaiki. Apabila kedepannya tidak diperbaiki saya akan uninstall game ini yg notabene nya bagus. Ini keluhannya untuk versi android atau mobile. Kalau belum diperbaiki mending tidak usah buat versi mobile. Buat khusus Windows aja. Dari banyak keluhan tidak ditanggapi,1
"Dari berbagai aspek sih udh bagus mulai dari grafis, cerita, gambar, visual efek, kesamaan dengan webtoonnya. Namun masih ada bug loading yang meresahkan, yang mengurangi kualitas permainan dalam aspek kesenangan dan hiburan",3
"Bintang 4 dulu deh, untuk pengalaman bermain kurang baik karena masih terjadi beberapa bug di loading, padahal sinyal aman tp sering stuck di loading game, padahal disini gw dah main sampai level 50 tp masih sering relog gara2 stuck di loading game, mohon di perbaiki lagi untuk masalah ini agar saya juga bisa bermain game ini dengan lancar dan aman",4
Udah ada update tapi bug loading screen pas lagi main masih ada aja Padahal udah beberapa kali update harusnya itu yang jadi konsen developer untuk makin menarik konsumen Overall bagus mungkin dipermudah aja sih buat levelingnya,3
"Mantap jiwaaa, gamenya bagus tapi tolong lah bug di loading tu di fix!!! Tapi setelah update udh mendingan, cepat² lah perbaiki bug nya tu ndk nyaman banget bah main selalu harus keluar masuk terus!!!!!!",5
"Sbenarnya game ini sdh bagus , mulai dari konsep story dll , yg sekarang mulai sangat mengganggu adalah sering terjadi stuck di loading dan itu berulang2 kali sehingga gagal utk memasuki dungeon / yg lain nya .",2
"Bug nya gk pernah di fix dari awal rilis sampe sekarang, new boss dungeon nya terlalu sulit. Minimal berbagai bug di game nya di fix dlu.",1
"Menurut saya game ini mempunyai grafik yang bagus dan gameplay yang keren, tapi ada satu kekurangan menurut saya yaitu, waktu saat bermain di mode story, itu waktunya menurut saya terlalu sebentar yaitu hanyaa 3 menit jadi tolong jika bisa tambahkan waktu menjadi 5 menit soalnya makin lama makin keras musuhnya tapi waktunya gak bertambah",3
Grafik bagus. Gameplay juga udah bagus banget. Tpi banyak kali bug nya. Loading lama.black scream.masalah jaringan pula Untuk devoloper tolong lah di benerin . jangan klamaann perbaikan nya.,1
"Tolong Developer untuk segera Fiks bug nya.. Stiap masuk gate, misi, ataupun yang lain slalu loading stak ,,pdhal sudah ada backsound masuk tapi masih stak loading,, sering FC... Tolong fitur2 knyamanan bermain di perbaikin.. Pdhal jaringan bagus kadang masuk ke lobby juga ngebug mulu... Game overall dah bagus tinggal di tingkatkan lagi untuk Fiks Bug nya",1
"Habis update ku kira udah fix, tapi masih stuck di loading memasuki pertempuran, ada suaranya tapi screen masih di gambar loading,masih lumayan banyak bug yg harus di perbaiki lagi,tolong di perbaiki secepatnya",2
"secara keseluruhan game ini bagus dan bisa dimainkan pakai gamepad, salut buat developernya. tetapi masih banyak bug nya, terutama bug stuck di loading screen. loading yang lama dan tiap main stuck di loading screen buat player malas memainkan game ini.",4
"game nya bagus tapi masih banyak bug nya, sudah lama masuk dari loading nya pas lagi mau masuk gate malah bug ngestack, ada suara karakter nya tapi masih di loading hede bagusin lah bug2nya biar nyaman mainnya",1
"bug loading'nya malah nambah ga karuan,secara teknis hp saya cukup mendukung karna Snapdragon triple 8 gen 2 dan sinyal pun sangat bagus 8/9ms tapi tetap saja suka bug load,habis kelarin misi load abis klaim reward load,tolong di perbaiki lagi devplpr lain berharap di patch kali ini bug load sudah tidak ada tapi knpa malah makin ga karuan.",3
apa lah udah di update malah gak ilang-ilang bug loading nya sering nyetak gelap tapi ada suaranya coba lah admin perbaikin ini bug nya sebentar-sebentar nyetak lagi rilog eh malah ngebug lagi main gitu aja masa main layar hitam aneh banget dah perbaiki dong,1
"Gamenya udh bagus, dari segi grafik juga bagus banget dan fitur fiturnya lumayan menarik gak bikin bosen saat memainkannya, cuma satu kurangnya sering banget ngestack di loading, padahal kuota saya saat main solo leveling terbilang masih banyak, tapi kok malah ngestack di loading, tolong buat developer game ini segera di perbaiki permasalahannya biar makin banyak yang bermain dan reting game bisa menjadi yang terbaik...",4
"Gamenya bagus, tapi untuk hadiah gate atau misi2nya gak sesuai ranknya. Masak gate merah atau dungeon break rank A/S tingkat 17 keatas hadiahnya sedikit dan artefaknya rare kebawah. Gak berharga sama sekali. Kan gak masuk akal. Tolong diperbaiki",4
"Udah bagus gamenya, tapi masih banyak bug Contoh : 1. Layar stuck di loading 2. Padahal udah dapet senjata ssr tapi di lihat gk ada (harus relog dulu) 3. Layar kadang jadi hitam. Please lah admin ini gw udah badmood stuck loading habis tu relog lagi stuck loading relog lagi😭😭",4
"Game nya sangat keren... 1. Tolong loading jaringan nya cepet di perbaiki lagi min... Lemot sekali jaringan game nya padahal wifi saya super ngebut. 2. Tolong beri penambahan waktu saat bermain melawan musuhnya... Sangat tidak enak waktu nya sebentar sekali, atau gak usah di kasih waktu saat bermain.. Takut pemain nya pada lari lho min. Terimakasih",5
"Game nya bagus, cuman menurut saya bos dungeon instan dan misi rahasia terlalu sulit, harus bener-bener jago mekanik. Untuk saya yang tidak terlalu jago, sangat sulit untuk mendapatkan artefak tier emas kalo kaya gini terus, dan bakal stuck terus kalo gak di neft bos nya. Ps: Walaupun neftnya dikit saya tidak masalah, inti nya jangan terlalu sulit kaya gini.",3
"Secara keseluruhan bagus, akan tetapi perlu ada pengoptimalan kembali perihal saat masuk ke game loading nya terlalu lama, terus gaca box item-nya juga perlu di perhatikan, tidak pernah saya dapat item SSR pada gaca box ini perlu di optimalkan kembali rate untuk mendapatkan item SSR-nya kembali, tolong banget harga setiap barang di toko dimurahkan itu terlalu mahal udah ngumpulin susah banget kadang dapat kadang enggak tolong didengarin ulasan saya ini developer GM",4
